country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Saudi Arabia,SAU,1/11/2021,178337,,,,15667,0.51,,,450,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/12/2021,,,,,16312,,,,469,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/13/2021,,,,,16772,,,,482,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/14/2021,,,,,14153,,,,407,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/15/2021,,,,,15498,,,,445,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/16/2021,,,,,16843,,,,484,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/17/2021,295530,,,,18187,0.85,,,522,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/18/2021,,,,,17886,,,,514,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/19/2021,,,,,16240,,,,466,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/20/2021,,,,,14594,,,,419,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/21/2021,,,,,12948,,,,372,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/22/2021,,,,,11302,,,,325,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/23/2021,,,,,9656,,,,277,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/24/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/25/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/26/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/27/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/28/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/29/2021,391643,,,,8009,1.12,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/30/2021,,,,,9197,,,,264,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/31/2021,,,,,10385,,,,298,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,2/1/2021,440618,,,,11573,1.27,,,332,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Scotland,,12/13/2020,18967,18967,,,,0.35,0.35,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/14/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/15/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/16/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/17/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/18/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/19/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/20/2020,59832,59832,,,5838,1.1,1.1,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/21/2020,,,,,5705,,,,1044,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/22/2020,,,,,5572,,,,1020,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/23/2020,,,,,5438,,,,995,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/24/2020,,,,,5305,,,,971,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/25/2020,,,,,5172,,,,947,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/26/2020,,,,,5039,,,,922,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/27/2020,94173,94173,,,4906,1.72,1.72,,898,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/28/2020,,,,,4641,,,,849,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/29/2020,,,,,4376,,,,801,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/30/2020,,,,,4111,,,,752,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/31/2020,,,,,3846,,,,704,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/1/2021,,,,,3581,,,,655,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/2/2021,,,,,3316,,,,607,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/3/2021,115533,115489,44,,3051,2.11,2.11,0,558,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/4/2021,,,,,3648,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/5/2021,,,,,4245,,,,777,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/6/2021,,,,,4842,,,,886,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/7/2021,,,,,5439,,,,996,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/8/2021,,,,,6035,,,,1105,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/9/2021,,,,,6632,,,,1214,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/10/2021,166135,163377,2758,,7229,3.04,2.99,0.05,1323,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/11/2021,178799,175942,2857,12664,8005,3.27,3.22,0.05,1465,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/12/2021,194955,191965,2990,16156,9281,3.57,3.51,0.05,1699,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/13/2021,211397,208207,3190,16442,10597,3.87,3.81,0.06,1940,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/14/2021,228171,224840,3331,16774,11960,4.18,4.12,0.06,2189,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/15/2021,,,,,12857,,,,2353,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/16/2021,,,,,13754,,,,2518,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/17/2021,268689,264991,3698,,14651,4.92,4.85,0.07,2682,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/18/2021,288468,284582,3886,19779,15667,5.28,5.21,0.07,2868,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/19/2021,314079,309909,4170,25611,17018,5.75,5.67,0.08,3115,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/20/2021,339337,334871,4466,25258,18277,6.21,6.13,0.08,3345,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/21/2021,363143,358454,4689,23806,19282,6.65,6.56,0.09,3529,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/22/2021,385855,380667,5188,22712,20597,7.06,6.97,0.09,3770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/23/2021,409421,404038,5383,23566,22034,7.49,7.4,0.1,4033,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/24/2021,420940,415402,5538,11519,21750,7.7,7.6,0.1,3981,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/25/2021,443960,437900,6060,23020,22213,8.13,8.02,0.11,4066,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/26/2021,468688,462092,6596,24728,22087,8.58,8.46,0.12,4043,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/27/2021,498441,491658,6783,29753,22729,9.12,9,0.12,4160,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/28/2021,522950,515855,7095,24509,22830,9.57,9.44,0.13,4179,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/29/2021,551008,543370,7638,28058,23593,10.09,9.95,0.14,4318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/30/2021,574063,566269,7794,23055,23520,10.51,10.36,0.14,4305,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/31/2021,583746,575897,7849,9683,23258,10.68,10.54,0.14,4257,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2/1/2021,619123,610778,8345,35377,25023,11.33,11.18,0.15,4580,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2/2/2021,658020,649262,8758,38897,27047,12.04,11.88,0.16,4951,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Serbia,SRB,1/8/2021,7000,,,,,0.1,,,,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/9/2021,,,,,1150,,,,169,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/10/2021,9300,,,,1150,0.14,,,169,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/11/2021,,,,,1503,,,,221,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/12/2021,,,,,1680,,,,247,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/13/2021,,,,,1785,,,,262,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/14/2021,18136,,,,1856,0.27,,,273,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/15/2021,,,,,2221,,,,326,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/16/2021,,,,,2687,,,,395,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/17/2021,,,,,3153,,,,463,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/18/2021,,,,,3468,,,,510,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/19/2021,,,,,3783,,,,556,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/20/2021,44611,,,,4098,0.66,,,602,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/21/2021,84832,,,40221,9528,1.25,,,1400,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/22/2021,119711,,,34879,13880,1.76,,,2040,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/23/2021,163355,,,43644,19485,2.4,,,2864,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/24/2021,217800,,,54445,26632,3.2,,,3914,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/25/2021,256521,,,38721,31534,3.77,,,4634,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/26/2021,319504,,,62983,39901,4.7,,,5864,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/27/2021,361830,,,42326,45317,5.32,,,6660,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/28/2021,401556,,,39726,45246,5.9,,,6649,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/29/2021,430759,,,29203,44435,6.33,,,6530,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/30/2021,437380,,,6621,39146,6.43,,,5753,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,1/31/2021,,,,,34158,,,,5020,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,2/1/2021,,,,,31416,,,,4617,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,2/2/2021,495964,,,,25209,7.29,,,3705,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Serbia,SRB,2/3/2021,513652,,,17688,21689,7.55,,,3187,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/u-srbiji-do-sada-vakcinisane-513-652-osobe/
Seychelles,SYC,1/9/2021,0,,,,,0,,,,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/10/2021,,,,,500,,,,5084,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/11/2021,,,,,500,,,,5084,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/12/2021,,,,,500,,,,5084,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/13/2021,2000,,,,500,2.03,,,5084,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/14/2021,,,,,600,,,,6101,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/15/2021,4000,,,,667,4.07,,,6783,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/16/2021,7000,,,3000,1000,7.12,,,10169,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/17/2021,,,,,1118,,,,11369,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/18/2021,,,,,1236,,,,12569,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/19/2021,10976,,,,1354,11.16,,,13769,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/20/2021,13163,,,2187,1595,13.39,,,16219,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/21/2021,,,,,1718,,,,17470,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/22/2021,16890,,,,1841,17.18,,,18721,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/23/2021,18353,,,1463,1622,18.66,,,16494,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/24/2021,,,,,1542,,,,15680,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/25/2021,19889,,,,1463,20.22,,,14877,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/26/2021,22712,,,2823,1677,23.1,,,17053,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/27/2021,25587,,,2875,1775,26.02,,,18050,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/28/2021,28779,,,3192,1965,29.26,,,19982,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Seychelles,SYC,1/29/2021,30861,,,2082,1996,31.38,,,20297,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,http://www.health.gov.sc/wp-content/uploads/COVID-19-VACCINATION-UPTAKE-REPORT_29TH-January-2021.pdf
Singapore,SGP,1/11/2021,3400,3400,,,,0.06,0.06,,,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/12/2021,6200,6200,,2800,2800,0.11,0.11,,479,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/13/2021,,,,,4090,,,,699,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/14/2021,,,,,4520,,,,773,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/15/2021,,,,,4735,,,,809,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/16/2021,,,,,4864,,,,831,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/17/2021,,,,,4950,,,,846,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/18/2021,,,,,5011,,,,857,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/19/2021,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/20/2021,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/21/2021,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/22/2021,60000,60000,,,5380,1.03,1.03,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/23/2021,,,,,6127,,,,1047,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/24/2021,,,,,6874,,,,1175,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/25/2021,,,,,7621,,,,1303,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/26/2021,,,,,8369,,,,1431,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/27/2021,113050,113000,50,,9116,1.93,1.93,0,1558,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/28/2021,,,,,9847,,,,1683,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/29/2021,,,,,10579,,,,1808,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Singapore,SGP,1/30/2021,,,,,10563,,,,1806,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
